Taxon,Date,Season,Plot Type,Sample,Sample Type,Wet Mass,Avg. Soil moisture,Calc. dry mass,Avg. Temp,Count
Embioptera,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Archaeognatha,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Protura,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,1
Diplura,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,8
Entomobryomorpha,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,39
Poduromorpha,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Symphypleona,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,14
Acari other,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,118
Oribatida,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,153
Araneae,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,1
Opiliones,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Pseudoscorpiones,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Ixodida,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Ricinulei,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Schizomida,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Palpigradi,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Chilopoda,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Diplopoda,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Symphyla,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,14
Tetramerocerata,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Isopoda,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Amphipoda,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Annelida,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Gastropoda,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Euonychophora,1.6.20,Wet,W,7S,Soil,1450.1,35.83333333,930.4808333,28.56666667,0
Unknown,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,1
Hymenoptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,21
Coleoptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,3
Hemiptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,6
Diptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,2
Blattodea,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Thysanoptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Psocoptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Lepidoptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Orthoptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Trichoptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Neuroptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Zoraptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Phthiraptora,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Mecoptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Dermaptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Zygentoma,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Embioptera,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Archaeognatha,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Protura,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Diplura,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,3
Entomobryomorpha,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,31
Poduromorpha,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,6
Symphypleona,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,15
Acari other,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,37
Oribatida,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,34
Araneae,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,1
Opiliones,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Pseudoscorpiones,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,1
Ixodida,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Ricinulei,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Schizomida,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Palpigradi,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Chilopoda,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Diplopoda,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Symphyla,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Tetramerocerata,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Isopoda,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,3
Amphipoda,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Annelida,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Gastropoda,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Euonychophora,1.6.20,Wet,C,8S,Soil,1810.5,48.96666667,923.9585,26.06666667,0
Unknown,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Hymenoptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,49
Coleoptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,3
Hemiptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,3
Diptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,3
Blattodea,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Thysanoptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Psocoptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Lepidoptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Orthoptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Trichoptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Neuroptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Zoraptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Phthiraptora,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Mecoptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Dermaptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Zygentoma,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Embioptera,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Archaeognatha,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Protura,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Diplura,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,3
Entomobryomorpha,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,31
Poduromorpha,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Symphypleona,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,32
Acari other,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,59
Oribatida,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,78
Araneae,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,1
Opiliones,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Pseudoscorpiones,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Ixodida,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Ricinulei,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Schizomida,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Palpigradi,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Chilopoda,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Diplopoda,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,14
Symphyla,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,34
Tetramerocerata,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,1
Isopoda,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,1
Amphipoda,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Annelida,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Gastropoda,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Euonychophora,1.6.20,Wet,W,9S,Soil,1596.1,39.1,972.0249,30.13333333,0
Unknown,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,1
Hymenoptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,26
Coleoptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,7
Hemiptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,31
Diptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,3
Blattodea,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,1
Thysanoptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Psocoptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Lepidoptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Orthoptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Trichoptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Neuroptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Zoraptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Phthiraptora,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Mecoptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Dermaptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Zygentoma,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Embioptera,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Archaeognatha,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Protura,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,13
Diplura,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,6
Entomobryomorpha,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,19
Poduromorpha,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,3
Symphypleona,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,5
Acari other,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,103
Oribatida,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,24
Araneae,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Opiliones,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Pseudoscorpiones,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,2
Ixodida,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Ricinulei,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Schizomida,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Palpigradi,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,3
Chilopoda,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,1
Diplopoda,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,3
Symphyla,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,3
Tetramerocerata,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,5
Isopoda,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Amphipoda,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Annelida,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Gastropoda,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Euonychophora,1.6.20,Wet,C,10S,Soil,1292.8,36.03333333,826.9610667,26.5,0
Unknown,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Hymenoptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,10
Coleoptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,9
Hemiptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,97
Diptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,1
Blattodea,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Thysanoptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Psocoptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Lepidoptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Orthoptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Trichoptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Neuroptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Zoraptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Phthiraptora,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Mecoptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Dermaptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Zygentoma,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Embioptera,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Archaeognatha,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Protura,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Diplura,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,2
Entomobryomorpha,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,57
Poduromorpha,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Symphypleona,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,11
Acari other,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,28
Oribatida,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,58
Araneae,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,2
Opiliones,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Pseudoscorpiones,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Ixodida,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Ricinulei,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Schizomida,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Palpigradi,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Chilopoda,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Diplopoda,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,3
Symphyla,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,11
Tetramerocerata,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,1
Isopoda,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,1
Amphipoda,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Annelida,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Gastropoda,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Euonychophora,3.8.20,Wet,W,1S,Soil,1634.7,43.9,917.0667,29.96666667,0
Unknown,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Hymenoptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,17
Coleoptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,2
Hemiptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,15
Diptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Blattodea,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Thysanoptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Psocoptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Lepidoptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Orthoptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Trichoptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Neuroptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Zoraptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Phthiraptora,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Mecoptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Dermaptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Zygentoma,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Embioptera,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Archaeognatha,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Protura,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Diplura,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,4
Entomobryomorpha,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,22
Poduromorpha,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Symphypleona,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,11
Acari other,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,50
Oribatida,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,26
Araneae,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Opiliones,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Pseudoscorpiones,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Ixodida,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Ricinulei,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Schizomida,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Palpigradi,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,1
Chilopoda,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Diplopoda,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Symphyla,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,4
Tetramerocerata,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,10
Isopoda,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Amphipoda,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Annelida,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Gastropoda,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Euonychophora,3.8.20,Wet,C,2S,Soil,1845.5,45.43333333,1007.027833,27.16666667,0
Unknown,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Hymenoptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,75
Coleoptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,7
Hemiptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,111
Diptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Blattodea,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,1
Thysanoptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Psocoptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Lepidoptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Orthoptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Trichoptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Neuroptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Zoraptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Phthiraptora,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Mecoptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Dermaptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Zygentoma,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Embioptera,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Archaeognatha,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Protura,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Diplura,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,7
Entomobryomorpha,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,86
Poduromorpha,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,1
Symphypleona,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,27
Acari other,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,18
Oribatida,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,47
Araneae,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,4
Opiliones,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Pseudoscorpiones,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Ixodida,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,1
Ricinulei,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Schizomida,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Palpigradi,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Chilopoda,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,1
Diplopoda,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,3
Symphyla,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,6
Tetramerocerata,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Isopoda,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Amphipoda,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Annelida,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Gastropoda,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Euonychophora,3.8.20,Wet,W,3S,Soil,1900.5,48.83333333,972.4225,29.96666667,0
Unknown,3.8.20,Wet,C,4S,Soil,1878.4,49.53333333,947.9658667,26.8,0
Hymenoptera,3.8.20,Wet,C,4S,Soil,1878.4,49.53333333,947.9658667,26.8,55
Coleoptera,3.8.20,Wet,C,4S,Soil,1878.4,49.53333333,947.9658667,26.8,13
Hemiptera,3.8.20,Wet,C,4S,Soil,1878.4,49.53333333,947.9658667,26.8,21
Diptera,3.8.20,Wet,C,4S,Soil,1878.4,49.53333333,947.9658667,26.8,0
